state,precinct,percent_candidate,candidate_votes
Pennsylvania,Schuylkill,29,20425
Illinois,Mason,29,1984
Ohio,Allen,29,13611
Ohio,Fulton,29,6545
Pennsylvania,Warren,29,5987
Florida,Okaloosa,29,34165
West Virginia,Greenbrier,29,4641
Mississippi,Newton,29,2542
Georgia,Cook,29,2058
Oklahoma,Osage,29,5998
Texas,Robertson,29,2359
Utah,Cache,29,15246
Michigan,Ogemaw,29,3475
Texas,Tom Green,29,14774
South Dakota,Codington,29,3837
Kansas,Miami,29,5133
New York,Steuben,29,11299
Illinois,Menard,29,2003
Iowa,Appanoose,29,1889
Ohio,Washington,29,9114
Georgia,Whitfield,29,10649
Florida,Citrus,29,27049
Florida,Wakulla,29,5346
Michigan,Newaygo,29,7874
Montana,Madison,29,1770
Illinois,Union,29,2575
Georgia,Lamar,29,2612
Wisconsin,Oconto,29,6715
Florida,Putnam,29,10512
Iowa,Shelby,29,1959
Nevada,Nye,29,6435
Alabama,Shelby,29,33036
Indiana,Dubois,29,6292
Missouri,Nodaway,29,2849
Arkansas,Arkansas,29,1813
Utah,Tooele,29,8498
Missouri,Phelps,29,5619
New York,Fulton,29,5804
Louisiana,Avoyelles,29,4979
Ohio,Madison,29,5558
Virginia,Shenandoah,29,6763
Nebraska,Adams,29,4171
Illinois,Logan,29,3769
Indiana,Posey,29,3811
Kansas,McPherson,29,3969
Nebraska,Washington,29,3547
Ohio,Huron,29,7643
Indiana,Marshall,29,5712
Indiana,Vermillion,29,2145
Minnesota,Meeker,29,3865
Louisiana,Bossier,29,15658
Georgia,Putnam,29,3340
Georgia,Morgan,29,3349
Kansas,Jackson,29,1851
Pennsylvania,Lycoming,29,16718
Idaho,Canyon,29,25881
Colorado,Fremont,29,7170
Alabama,Colbert,29,7057
Minnesota,Sibley,29,2416
Missouri,Ste. Genevieve,29,2713
Pennsylvania,Venango,29,7475
Pennsylvania,Susquehanna,29,6084
Ohio,Scioto,28,8876
Texas,Wichita,28,13024
Minnesota,Redwood,28,2358
Oregon,Union,28,4227
New Mexico,Chaves,28,6379
Virginia,Pulaski,28,4914
Montana,Beaverhead,28,1608
Illinois,Montgomery,28,3889
Georgia,Floyd,28,10818
Indiana,Cass,28,4301
North Carolina,Carteret,28,11999
South Carolina,Anderson,28,27055
Michigan,Kalkaska,28,3003
Oregon,Klamath,28,10260
Kentucky,Montgomery,28,3608
Virginia,Franklin,28,8312
New Mexico,Curry,28,4179
Arkansas,Saline,28,16042
North Dakota,Burleigh,28,14226
New York,Genesee,28,7048
Georgia,Monroe,28,4382
Nevada,Lyon,28,8256
West Virginia,Wood,28,10816
Kansas,Butler,28,8941
Louisiana,Jackson,28,2143
Illinois,Bond,28,2275
Mississippi,Calhoun,28,1564
Iowa,Calhoun,28,1469
Texas,Bowie,28,10692
Idaho,Shoshone,28,1693
Texas,Wharton,28,4671
Kentucky,Bath,28,1573
Alabama,Henry,28,2589
Mississippi,Lincoln,28,3978
Colorado,Morgan,28,3741
Indiana,Steuben,28,4509
Alabama,Houston,28,12738
Alabama,Tallapoosa,28,5815
Arkansas,Hempstead,28,3294
Ohio,Hocking,28,3836
Michigan,Montmorency,28,1628
Mississippi,Neshoba,28,3247
Georgia,Butts,28,3271
Missouri,Howard,28,1412
Iowa,Page,28,2081
Alabama,Limestone,28,13510
Texas,Comal,28,24369
Missouri,Callaway,28,5868
South Dakota,Custer,28,1522
Ohio,Belmont,28,9007
Georgia,Hall,28,25002
Illinois,Woodford,28,4664
Pennsylvania,Blair,28,17251
South Carolina,Cherokee,28,6980
West Virginia,Brooke,28,2936
Pennsylvania,Franklin,28,21994
Ohio,Henry,28,3995
Indiana,White,28,2868
West Virginia,Randolph,28,3353
West Virginia,Putnam,28,7824
Texas,Camp,28,1392
Georgia,Barrow,27,10448
Oregon,Malheur,27,3202
Ohio,Knox,27,8433
Florida,Bay,27,25538
Florida,Okeechobee,27,4380
Texas,Montgomery,27,74255
Louisiana,Franklin,27,2658
Tennessee,Putnam,27,9154
Iowa,Hancock,27,1682
Texas,Calhoun,27,2146
Georgia,Harris,27,5450
Utah,Utah,27,66766
Georgia,Lee,27,4556
New Mexico,Roosevelt,27,1799
Maryland,Caroline,27,3572
Virginia,Alleghany,27,2221
Pennsylvania,Crawford,27,10052
Nebraska,Dawson,27,2484
Texas,Matagorda,27,3726
Missouri,Pemiscot,27,1556
Tennessee,Cheatham,27,5457
Illinois,De Witt,27,2171
Kentucky,Harrison,27,2398
Iowa,Humboldt,27,1439
West Virginia,Hancock,27,3670
Missouri,Franklin,27,14561
Nebraska,Scotts Bluff,27,4133
Texas,Titus,27,2852
Oklahoma,Caddo,27,2666
Ohio,Miami,27,15420
Idaho,Kootenai,27,24312
Oklahoma,Canadian,27,16729
Florida,Hardee,27,2291
Virginia,Campbell,27,7959
Louisiana,Evangeline,27,4158
Florida,Columbia,27,8900
Alabama,Autauga,27,7450
Virginia,Botetourt,27,5637
Louisiana,St. Tammany,27,37744
Virginia,Powhatan,27,5299
Georgia,Toombs,27,2935
California,Lassen,27,2319
Georgia,Dodge,27,2170
Arizona,Graham,27,4034
Oklahoma,Pontotoc,27,4116
Tennessee,Blount,27,17834
Alabama,Lauderdale,27,11872
Kansas,Ellis,27,3621
North Dakota,Stutsman,27,2670
Ohio,Columbiana,27,13183
Ohio,Lawrence,27,7353
Nebraska,Seward,27,2430
Nebraska,Buffalo,27,6292
Illinois,Livingston,27,4568
Arkansas,Jackson,27,1360
Arkansas,Ashley,27,2119
Kentucky,Greenup,27,4855
Kentucky,Mason,27,3317
Florida,Levy,27,6188
Iowa,Keokuk,27,1409
Indiana,Henry,27,5442
Texas,Navarro,27,5097
Missouri,Cape Girardeau,27,10738
Pennsylvania,Elk,27,4440
Missouri,Ray,27,3107
Illinois,Christian,27,4286
Florida,Glades,27,1384
Illinois,Douglas,27,2327
Oregon,Morrow,27,1345
Michigan,Sanilac,27,5966
Missouri,Clinton,27,2894
North Carolina,Rutherford,27,9049
North Carolina,Davie,27,6653
Kansas,Osage,27,2091
Mississippi,Jackson,27,12061
Texas,Harrison,27,7812
Indiana,Scott,27,2698
Mississippi,Jones,26,7017
North Carolina,Ashe,26,4149
North Carolina,Lincoln,26,13178
Georgia,Crawford,26,1609
Florida,Nassau,26,15542
Pennsylvania,Bradford,26,7729
Indiana,Harrison,26,5334
Illinois,Jefferson,26,4597
Idaho,Bonneville,26,14254
Minnesota,Wadena,26,2021
Texas,Angelina,26,9136
Texas,Taylor,26,14489
Kentucky,Henry,26,2119
Virginia,Poquoson City,26,2048
Kentucky,Washington,26,1619
Nebraska,Saunders,26,3318
Pennsylvania,McKean,26,5024
Missouri,Lafayette,26,4470
Alabama,Dale,26,5154
Utah,Carbon,26,2306
New York,Orleans,26,4082
Colorado,Prowers,26,1438
Kansas,Neosho,26,1727
Michigan,Osceola,26,3214
Georgia,Colquitt,26,4182
Minnesota,Roseau,26,2182
Virginia,Appomattox,26,2395
Missouri,Warren,26,4769
Ohio,Pickaway,26,7167
Illinois,Perry,26,2609
North Carolina,Currituck,26,4151
Indiana,Clinton,26,3361
Missouri,Pulaski,26,3735
West Virginia,Summers,26,1444
Maryland,Allegany,26,6603
Ohio,Williams,26,4726
Kentucky,Mercer,26,3029
Oklahoma,Pottawatomie,26,7274
Missouri,Cooper,26,2249
Florida,Santa Rosa,26,27560
Tennessee,Gibson,26,5764
Georgia,Worth,26,2395
Oklahoma,Seminole,26,2150
North Dakota,Ward,26,7264
Missouri,Jasper,26,13539
Tennessee,Robertson,26,8690
North Carolina,Camden,26,1515
Virginia,New Kent,26,3135
West Virginia,Braxton,26,1453
Indiana,Starke,26,2650
Indiana,Blackford,26,1376
Alabama,Crenshaw,26,1700
Montana,Custer,26,1510
Texas,Blanco,26,1905
Arkansas,Miller,26,4235
Virginia,Augusta,26,10748
Illinois,Adams,26,8569
South Carolina,Oconee,26,10396
Kentucky,Meade,26,3597
Idaho,Twin Falls,26,9391
Pennsylvania,Snyder,26,4848
Illinois,Marion,26,4396
Ohio,Champaign,26,4946
Idaho,Elmore,25,2601
Kentucky,Barren,25,5115
Texas,Ector,25,11310
Arkansas,Cross,25,1759
New York,Lewis,25,2768
Alabama,Washington,25,2253
Kansas,Pottawatomie,25,3256
Tennessee,Franklin,25,4863
Texas,Wilson,25,6350
Minnesota,Marshall,25,1293
Indiana,Knox,25,4067
Iowa,Mahaska,25,2879
North Carolina,McDowell,25,5807
Missouri,Audrain,25,2703
Ohio,Morgan,25,1703
North Carolina,Davidson,25,21483
Ohio,Pike,25,3051
Oklahoma,Logan,25,5452
Mississippi,Rankin,25,13496
Illinois,Massac,25,1719
Indiana,De Kalb,25,4966
Michigan,Hillsdale,25,5883
Ohio,Guernsey,25,4498
Kentucky,Hopkins,25,5421
West Virginia,Roane,25,1451
Wisconsin,Taylor,25,2693
Alabama,Elmore,25,10304
Indiana,Orange,25,2224
Georgia,Tattnall,25,2059
Kentucky,Anderson,25,3339
Indiana,Pulaski,25,1463
Missouri,St. Francois,25,7044
Illinois,Saline,25,2786
Texas,Gonzales,25,1894
Indiana,Shelby,25,5023
Iowa,Sac,25,1383
Tennessee,Dickson,25,6098
Missouri,Pettis,25,4776
Tennessee,Tipton,25,6832
Kentucky,Logan,25,3083
Tennessee,Giles,25,3298
Indiana,Fulton,25,2274
Virginia,Bedford,25,11986
Ohio,Ashland,25,6448
Indiana,Gibson,25,4027
Kentucky,Muhlenberg,25,3539
Georgia,Walton,25,12609
Illinois,Ford,25,1691
Minnesota,Todd,25,3286
Ohio,Coshocton,25,4057
Alaska,State House District 11,25,1289
Georgia,Hart,25,3155
Indiana,Montgomery,25,4008
Louisiana,Winn,25,1543
Ohio,Perry,25,4006
Illinois,Jersey,25,2956
Tennessee,Warren,25,4126
North Carolina,Clay,25,1685
Kansas,Marshall,25,1239
Oklahoma,Washington,25,5790
Kentucky,Bullitt,25,10126
Wyoming,Sheridan,25,4043
Alabama,Morgan,25,13159
Iowa,Plymouth,25,3483
Illinois,Moultrie,25,1645
Kansas,Allen,25,1836
Pennsylvania,Clearfield,25,9598
Texas,Houston,25,2312
North Carolina,Alleghany,25,1480
Tennessee,Humphreys,25,2017
West Virginia,Marshall,24,3348
Kansas,Marion,24,1462
Oregon,Crook,24,3715
Indiana,Jasper,24,3795
Washington,Lincoln,24,1694
Texas,Washington,24,4254
Arkansas,Hot Spring,24,3053
Indiana,Owen,24,2419
Georgia,Effingham,24,7706
West Virginia,Taylor,24,1787
Oklahoma,McIntosh,24,2024
Texas,Limestone,24,2213
Montana,Lincoln,24,2812
Mississippi,Lamar,24,5821
Florida,Gulf,24,1985
Missouri,Henry,24,2615
Kentucky,Trigg,24,1788
Indiana,Noble,24,4660
New York,Allegany,24,4188
Tennessee,Marshall,24,3603
Idaho,Jerome,24,1893
Wyoming,Natrona,24,8528
Louisiana,Terrebonne,24,11198
Texas,Grayson,24,14223
Alabama,Etowah,24,11487
Ohio,Wyandot,24,2690
Kansas,Cherokee,24,2154
Missouri,New Madrid,24,1748
Virginia,Rockingham,24,9311
Illinois,Randolph,24,3590
Indiana,Whitley,24,4233
Arkansas,Johnson,24,2262
Arizona,Mohave,24,23993
Missouri,Andrew,24,2351
South Dakota,Meade,24,3285
West Virginia,Raleigh,24,7841
Pennsylvania,Clarion,24,4615
Virginia,Page,24,2982
Oklahoma,Wagoner,24,8439
Kentucky,Powell,24,1281
Tennessee,Marion,24,3165
Missouri,Marion,24,3201
Indiana,Wabash,24,3494
Georgia,Bartow,24,12053
Indiana,Sullivan,24,2153
North Carolina,Stanly,24,8037
Ohio,Crawford,24,4831
Indiana,Huntington,24,4254
Kansas,Montgomery,24,3147
Illinois,Clark,24,1990
Texas,Llano,24,3167
North Carolina,Caldwell,24,10105
West Virginia,Jackson,24,3197
North Carolina,Surry,24,8635
Pennsylvania,Perry,24,5704
Pennsylvania,Huntingdon,24,5389
Indiana,Putnam,24,3946
Montana,Sanders,24,1819
Texas,Hale,24,2271
South Carolina,Pickens,24,13625
Missouri,Christian,24,11126
Louisiana,Union,24,2654
Colorado,Elbert,24,4395
West Virginia,Wayne,24,3964
Arkansas,Little River,24,1226
Kentucky,Taylor,24,2958
Texas,Aransas,24,2896
Ohio,Fayette,24,2911
Florida,Walton,24,10333
Kansas,Sumner,24,2549
Oregon,Baker,24,2332
Tennessee,Loudon,24,6933
Tennessee,Henry,24,3547
Arkansas,Pope,24,5747
West Virginia,Morgan,24,1945
Kentucky,Webster,24,1410
Indiana,Lawrence,24,4961
Pennsylvania,Greene,24,3631
Kentucky,Floyd,24,3855
Virginia,Giles,24,2151
Texas,Milam,24,2475
Pennsylvania,Tioga,24,4883
Oklahoma,Ottawa,23,2684
Texas,Kerr,23,6510
Nevada,Churchill,23,2862
Tennessee,Coffee,23,5704
Oklahoma,Kay,23,4037
Ohio,Paulding,23,2172
Indiana,Carroll,23,2224
Ohio,Hardin,23,3025
Tennessee,Bedford,23,4443
Illinois,Crawford,23,2198
Texas,Karnes,23,1220
Indiana,Kosciusko,23,8350
Tennessee,Roane,23,6034
North Dakota,Morton,23,3865
North Carolina,Avery,23,2171
Kentucky,Union,23,1527
Ohio,Harrison,23,1742
Tennessee,Sullivan,23,17226
New Mexico,Eddy,23,5343
West Virginia,Wetzel,23,1529
Wyoming,Sweetwater,23,3822
Florida,Bradford,23,3160
Missouri,Randolph,23,2485
Virginia,Washington,23,6583
Kentucky,Marshall,23,4042
Georgia,Jasper,23,1759
Kentucky,Breckinridge,23,2350
Texas,Hunt,23,8879
Mississippi,Perry,23,1340
Montana,Fergus,23,1491
Georgia,Bleckley,23,1311
Kansas,Bourbon,23,1504
Ohio,Carroll,23,3206
Kentucky,Breathitt,23,1301
Indiana,Washington,23,2783
Oklahoma,Carter,23,4470
Illinois,Edgar,23,1869
Indiana,Greene,23,3389
Indiana,Newton,23,1509
Georgia,Madison,23,3364
Ohio,Clinton,23,4556
Nebraska,York,23,1619
Texas,Grimes,23,2831
Texas,Johnson,23,16418
Kentucky,Carter,23,2641
Texas,Burnet,23,5615
Ohio,Meigs,23,2452
Alabama,Coffee,23,5050
Missouri,Camden,23,5640
Utah,Washington,23,19877
Indiana,Jay,23,1926
Indiana,Pike,23,1415
Kentucky,Hart,23,1897
Missouri,Lincoln,23,6553
Texas,Kendall,23,6008
Indiana,Adams,23,3236
Indiana,Randolph,23,2512
Florida,Taylor,23,2288
Tennessee,Crockett,23,1382
Ohio,Monroe,23,1597
West Virginia,Boone,23,2029
Indiana,Tipton,23,1834
Kentucky,Knott,23,1410
Ohio,Jackson,23,3193
West Virginia,Mason,23,2511
Michigan,Missaukee,22,1967
Kentucky,Todd,22,1202
New York,Wyoming,22,3840
Minnesota,Morrison,22,4365
Indiana,Jackson,22,4302
Missouri,Linn,22,1274
Alabama,Baldwin,22,24344
Tennessee,Hamblen,22,5497
Missouri,Pike,22,1717
Indiana,Miami,22,3235
Illinois,Wabash,22,1248
Kentucky,Magoffin,22,1213
Kentucky,Caldwell,22,1432
Texas,Polk,22,5353
Alabama,Lawrence,22,3544
Illinois,Lawrence,22,1414
Kentucky,Perry,22,2350
Oklahoma,Custer,22,2365
Indiana,La Grange,22,2355
North Dakota,McLean,22,1216
Ohio,Vinton,22,1306
West Virginia,Upshur,22,2247
Indiana,Rush,22,1754
Kentucky,Spencer,22,2522
Kansas,Dickinson,22,2040
Arkansas,Baxter,22,4625
Indiana,Fayette,22,2237
Ohio,Morrow,22,3988
Nebraska,Madison,22,3393
West Virginia,Mercer,22,5522
Tennessee,Weakley,22,3011
Nevada,Humboldt,22,1608
Oklahoma,Garfield,22,4915
West Virginia,Lincoln,22,1703
West Virginia,Hardy,22,1371
North Carolina,Cherokee,22,3563
Arkansas,Lonoke,22,6684
Ohio,Gallia,22,2911
Ohio,Logan,22,4990
Texas,Nolan,22,1161
West Virginia,Preston,22,3147
West Virginia,Barbour,22,1438
Illinois,Greene,22,1349
Tennessee,Hickman,22,2130
Nebraska,Lincoln,22,3655
Texas,Rusk,22,4624
Louisiana,Jefferson Davis,22,3208
Texas,Lee,22,1745
Kentucky,Ohio,22,2403
Texas,Cherokee,22,4196
Oklahoma,Creek,22,6570
Oklahoma,Mayes,22,3580
Oklahoma,Rogers,22,9578
Indiana,Dearborn,22,5433
Tennessee,Carroll,22,2558
Louisiana,Allen,21,2108
Indiana,Morgan,21,7777
Arkansas,Sevier,21,1116
Texas,Red River,21,1244
Tennessee,Bradley,21,9849
Wyoming,Carbon,21,1427
Indiana,Parke,21,1503
Pennsylvania,Mifflin,21,4560
Tennessee,Jackson,21,1133
Georgia,Appling,21,1779
Pennsylvania,Somerset,21,8543
Kentucky,Garrard,21,1798
North Carolina,Randolph,21,15506
Missouri,Ralls,21,1205
Florida,Suwannee,21,4480
Virginia,Smyth,21,2989
Arkansas,Madison,21,1555
Georgia,Catoosa,21,6927
Pennsylvania,Armstrong,21,7130
Missouri,Macon,21,1661
Kentucky,Morgan,21,1172
North Carolina,Wilkes,21,7445
Missouri,Scott,21,3753
Colorado,Logan,21,2201
Missouri,Dunklin,21,2200
Utah,Iron,21,4033
Tennessee,Benton,21,1526
Oklahoma,Pittsburg,21,3766
Nebraska,Platte,21,3208
Ohio,Brown,21,4326
Georgia,Polk,21,3650
Kansas,Barton,21,2302
Georgia,Wayne,21,2678
Tennessee,Dyer,21,3157
Missouri,Montgomery,21,1206
West Virginia,Nicholas,21,2206
Virginia,Wythe,21,3136
Texas,Midland,21,12258
Missouri,Livingston,21,1409
Mississippi,Smith,21,1518
Kentucky,Graves,21,3525
Tennessee,Cumberland,21,6728
Kentucky,Fleming,21,1470
Oklahoma,Bryan,21,3317
Iowa,O Brien,21,1567
Missouri,Benton,21,2179
Indiana,Wells,21,2928
Indiana,Clay,21,2549
Idaho,Gooding,21,1256
Texas,Burleson,21,1786
Missouri,Vernon,21,1902
Missouri,Hickory,21,1054
Georgia,Rabun,21,1984
West Virginia,Monroe,21,1330
Texas,Lamar,21,4420
Kentucky,Estill,21,1354
Illinois,Washington,21,1639
Alabama,Bibb,21,1982
Ohio,Preble,21,4435
North Carolina,Mitchell,21,1852
Illinois,Iroquois,21,2895
Illinois,Shelby,21,2488
Nevada,Elko,21,4246
West Virginia,Lewis,21,1531
Kentucky,Lincoln,21,2247
North Carolina,Stokes,21,5258
Maryland,Garrett,21,3098
Indiana,Jennings,21,2521
Kentucky,Larue,21,1502
Texas,Lampasas,21,2134
Virginia,Dickenson,21,1501
Tennessee,De Kalb,21,1747
Arkansas,Crawford,21,4936
Texas,Anderson,21,3934
Idaho,Bingham,21,4124
Texas,Fayette,21,2650
Texas,Madison,20,1084
Ohio,Van Wert,20,3026
Texas,Shelby,20,2058
Virginia,Patrick,20,1948
North Carolina,Alexander,20,4113
Illinois,White,20,1517
Nebraska,Box Butte,20,1037
Missouri,Newton,20,5793
Texas,Austin,20,2931
Arkansas,Marion,20,1526
Indiana,Fountain,20,1627
Wyoming,Park,20,3404
West Virginia,Mineral,20,2579
West Virginia,McDowell,20,1323
Alabama,Randolph,20,2203
Arkansas,Van Buren,20,1566
Missouri,Taney,20,5325
Georgia,Jackson,20,7641
Missouri,Morgan,20,1924
Montana,Stillwater,20,1155
Nebraska,Hamilton,20,1117
Tennessee,Overton,20,2028
Arkansas,Fulton,20,1031
Mississippi,Prentiss,20,2128
Missouri,Gasconade,20,1601
Oklahoma,Craig,20,1217
Oklahoma,Delaware,20,3470
Georgia,Lumpkin,20,3122
Oklahoma,Pawnee,20,1362
Kentucky,Owen,20,1096
Georgia,Stephens,20,2385
Texas,Howard,20,2017
Idaho,Washington,20,1073
Texas,Cass,20,2777
Oklahoma,Jackson,20,1645
Texas,Gillespie,20,3163
Kentucky,Grayson,20,2395
Tennessee,Sevier,20,8695
Tennessee,Smith,20,1798
Illinois,Johnson,20,1280
Kentucky,Grant,20,2200
Missouri,Bates,20,1672
Arkansas,Stone,20,1173
Indiana,Decatur,20,2436
Pennsylvania,Jefferson,20,4498
Oklahoma,Sequoyah,20,3035
Texas,Liberty,20,5779
Tennessee,Jefferson,20,4645
Texas,Bandera,20,2503
Oklahoma,Murray,20,1156
Indiana,Martin,20,1011
Georgia,Walker,20,5764
Tennessee,Stewart,20,1230
Illinois,Cumberland,20,1141
Oklahoma,Adair,20,1382
Texas,Henderson,19,7048
Indiana,Ripley,19,2774
Georgia,Towns,19,1549
West Virginia,Hampshire,19,1919
Illinois,Effingham,19,3700
Tennessee,Unicoi,19,1610
Kentucky,Metcalfe,19,973
Idaho,Minidoka,19,1550
Ohio,Highland,19,3741
Idaho,Boundary,19,1220
Arkansas,Independence,19,2798
Wyoming,Goshen,19,1203
Texas,Newton,19,1175
New Mexico,Lea,19,4007
Missouri,Crawford,19,2113
Arkansas,White,19,5909
Texas,Moore,19,1059
Tennessee,Cannon,19,1261
Kentucky,Letcher,19,1729
Mississippi,Webster,19,1024
Kentucky,Pike,19,4855
Louisiana,Acadia,19,5443
Tennessee,Obion,19,2589
Missouri,Polk,19,2883
Idaho,Payette,19,2161
Louisiana,Lafourche,19,8668
Texas,Hopkins,19,3043
Tennessee,McMinn,19,4357
Kentucky,Pendleton,19,1321
Texas,Trinity,19,1323
Texas,Hill,19,2829
Tennessee,Lewis,19,1068
Missouri,Webster,19,3572
Florida,Washington,19,2344
Kentucky,Allen,19,3031
Arkansas,Yell,19,1275
Missouri,Stone,19,3486
Arkansas,Greene,19,3045
Pennsylvania,Potter,19,1686
North Carolina,Yadkin,19,3744
Virginia,Grayson,19,1529
Missouri,Barry,19,2948
Texas,Jasper,19,2906
Arkansas,Logan,19,1544
Texas,Freestone,19,1629
Kentucky,Livingston,19,939
Pennsylvania,Juniata,19,2252
Arkansas,Poinsett,19,1388
Virginia,Wise,19,3084
Tennessee,Lincoln,19,2909
Oklahoma,McClain,19,3581
Tennessee,Chester,19,1411
Illinois,Pike,19,1458
Ohio,Noble,19,1156
Tennessee,Carter,19,4613
Oklahoma,Choctaw,19,1081
Arkansas,Clay,19,959
Illinois,Franklin,19,2035
Tennessee,Greene,18,5183
Florida,Calhoun,18,1206
Texas,Chambers,18,3997
Texas,San Jacinto,18,2332
Mississippi,Stone,18,1208
Arkansas,Sharp,18,1392
Georgia,Chattooga,18,1852
Arkansas,Lawrence,18,1080
Texas,De Witt,18,1494
Kentucky,Wayne,18,1699
Louisiana,Vermilion,18,5009
Texas,Hockley,18,1481
Missouri,Moniteau,18,1307
Alabama,Clay,18,1262
Georgia,Gordon,18,4382
Arkansas,Franklin,18,1298
Tennessee,Meigs,18,1008
Missouri,Butler,18,3301
Mississippi,Pontotoc,18,2580
Oklahoma,Marshall,18,1099
Tennessee,Monroe,18,3760
Indiana,Daviess,18,2169
Idaho,Gem,18,1803
Virginia,Carroll,18,2819
Missouri,Washington,18,1804
Illinois,Fayette,18,1815
Ohio,Auglaize,18,4583
Illinois,Jasper,18,1006
Tennessee,White,18,2134
Georgia,Union,18,2801
Texas,Panola,18,2057
Kentucky,Pulaski,18,5660
Missouri,Madison,18,1017
Missouri,Lawrence,18,3214
Oklahoma,Grady,18,4131
West Virginia,Logan,18,2325
Arkansas,Boone,18,3061
Ohio,Adams,18,2130
Tennessee,Sequatchie,18,1295
Tennessee,Polk,18,1492
Kentucky,Bell,18,1789
Georgia,Jeff Davis,18,1028
Kentucky,Lawrence,18,1237
Mississippi,Hancock,18,3095
Indiana,Franklin,18,2137
Arkansas,Randolph,18,1203
Ohio,Shelby,18,4399
Virginia,Russell,18,2360
Alaska,State House District 7,18,950
Texas,Orange,18,6354
Georgia,Gilmer,18,2905
Texas,Fannin,18,2638
Missouri,Perry,18,1661
Kentucky,Butler,18,1078
Arkansas,Izard,18,1019
Florida,Gilchrist,18,1700
Oklahoma,Le Flore,18,3296
Ohio,Darke,18,4668
Oklahoma,Lincoln,18,2607
Mississippi,Alcorn,18,2741
Texas,Palo Pinto,17,2177
Georgia,Habersham,17,3559
Tennessee,Henderson,17,2092
Tennessee,Rhea,17,2363
Alabama,St. Clair,17,7698
Georgia,Fannin,17,2571
Texas,Hood,17,5641
Texas,Erath,17,2914
Missouri,Howell,17,3214
Tennessee,McNairy,17,1943
Tennessee,Decatur,17,904
Oklahoma,Garvin,17,1864
Tennessee,Lawrence,17,3195
Texas,Bosque,17,1552
Colorado,Moffat,17,1186
Tennessee,Claiborne,17,2201
Ohio,Mercer,17,3981
Missouri,Dallas,17,1380
Tennessee,Cocke,17,2524
Illinois,Hancock,17,1114
Texas,Parker,17,12789
Utah,Morgan,17,1060
Georgia,Dade,17,1258
Wyoming,Uinta,17,1591
Texas,Cooke,17,3205
Tennessee,Bledsoe,17,971
Tennessee,Grundy,17,985
Florida,Union,17,1052
Utah,Box Elder,17,4072
Louisiana,Vernon,17,2897
Florida,Dixie,17,1364
Kentucky,Whitley,17,2548
Alabama,Franklin,17,2085
North Dakota,Stark,17,2490
Oklahoma,Stephens,17,3151
Missouri,Laclede,17,2779
Missouri,Miller,16,2038
Tennessee,Hawkins,16,4069
Georgia,Berrien,16,1268
Georgia,Pickens,16,2806
Texas,Jackson,16,1018
Illinois,Clay,16,1129
Kansas,Nemaha,16,920
Louisiana,Sabine,16,1731
Tennessee,Campbell,16,2438
Texas,Tyler,16,2188
Texas,Randall,16,11414
Mississippi,Union,16,1792
Idaho,Idaho,16,1561
Missouri,Cedar,16,1143
Georgia,White,16,2387
Texas,Live Oak,16,819
Oklahoma,McCurtain,16,1856
Oklahoma,Texas,16,894
Illinois,Clinton,16,1837
Texas,Franklin,16,803
Ohio,Putnam,16,3152
Virginia,Buchanan,16,1582
Tennessee,Johnson,16,1242
Iowa,Sioux,16,3017
Kentucky,Laurel,16,4464
Kentucky,Knox,16,2111
Missouri,McDonald,16,1437
Alabama,Fayette,16,1390
Kentucky,Adair,16,1391
Alabama,Chilton,16,3056
Virginia,Tazewell,16,3169
Pennsylvania,Bedford,16,4266
Kentucky,Johnson,16,1607
Kentucky,Green,16,915
Virginia,Scott,16,1692
Alabama,Jackson,16,3709
Oklahoma,Haskell,16,782
Alabama,Covington,16,2717
Idaho,Madison,16,2666
Iowa,Lyon,16,1065
Arkansas,Cleburne,16,1962
Louisiana,Beauregard,16,2542
Alabama,Walker,16,4826
Arkansas,Grant,15,1268
Ohio,Holmes,15,1981
Georgia,Dawson,15,2486
Tennessee,Union,15,1248
Texas,Wood,15,3487
Tennessee,Hardin,15,1774
Texas,Wise,15,4953
Georgia,Heard,15,823
Texas,Upshur,15,2869
Idaho,Cassia,15,1464
Missouri,Texas,15,1716
North Dakota,Williams,15,2157
Montana,Richland,15,874
North Dakota,McKenzie,15,813
Virginia,Lee,15,1489
Georgia,Murray,15,2300
Alabama,Marshall,15,5880
Nebraska,Red Willow,15,811
Kentucky,Russell,15,1329
Idaho,Fremont,15,998
Missouri,Dent,15,1056
Texas,Jones,15,989
Georgia,Franklin,15,1593
Arkansas,Polk,15,1242
Alabama,De Kalb,15,4271
Kentucky,Rockcastle,15,1133
Missouri,Ripley,15,833
Illinois,Richland,15,1355
Texas,Andrews,14,849
Missouri,Douglas,14,1012
Florida,Baker,14,2037
Tennessee,Grainger,14,1463
Wyoming,Lincoln,14,1509
Missouri,Wayne,14,844
Utah,Sanpete,14,1724
Louisiana,Livingston,14,9249
Oklahoma,Atoka,14,761
Tennessee,Morgan,14,1161
Louisiana,West Carroll,14,710
Illinois,Wayne,14,1185
Georgia,Pike,14,1503
Texas,Comanche,14,852
Kentucky,Lewis,14,821
Texas,Scurry,14,818
Tennessee,Fentress,14,1210
Texas,Rains,14,841
Missouri,Barton,14,844
West Virginia,Mingo,14,1385
Missouri,Osage,14,1031
Tennessee,Macon,14,1307
Wyoming,Big Horn,14,788
Pennsylvania,Fulton,14,1068
Kentucky,Edmonson,14,682
